"Country Name","Country Code","Indicator Name","Indicator Code","2017",
"Croatia","HRV","Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","0.995",
"Croatia","HRV","Survival Rate from Age 15-60","HD.HCI.AMRT","0.9085",
"Croatia","HRV","Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","0.9453",
"Croatia","HRV","Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","0.8721",
"Cyprus","CYP","Expected Years of School","HD.HCI.EYRS","13.52",
"Cyprus","CYP","Expected Years of School, Female","HD.HCI.EYRS.FE","13.57",
"Cyprus","CYP","Expected Years of School, Male","HD.HCI.EYRS.MA","13.48",
"Cyprus","CYP","Fraction of Children Under 5 Not Stunted","HD.HCI.STNT","",
"Cyprus","CYP","Fraction of Children Under 5 Not Stunted, Female","HD.HCI.STNT.FE","",
"Cyprus","CYP","Fraction of Children Under 5 Not Stunted, Male","HD.HCI.STNT.MA","",
"Cyprus","CYP","Harmonized Test Scores","HD.HCI.HLOS","502",
"Cyprus","CYP","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","500",
"Cyprus","CYP","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","504",
"Cyprus","CYP","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.751",
"Cyprus","CYP","Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","0.759",
"Cyprus","CYP","Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","0.751",
"Cyprus","CYP","Human Capital Index (HCI), Female, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.FE","0.768",
"Cyprus","CYP","Human Capital Index (HCI), Lower Bound (scale 0-1)","HD.HCI.OVRL.LB","0.742",
"Cyprus","CYP","Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","0.743",
"Cyprus","CYP","Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","0.733",
"Cyprus","CYP","Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","0.754",
"Cyprus","CYP","Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","0.76",
"Cyprus","CYP","Learning-Adjusted Years of School","HD.HCI.LAYS","10.87",
"Cyprus","CYP","Learning-Adjusted Years of School, Female","HD.HCI.LAYS.FE","10.86",
"Cyprus","CYP","Learning-Adjusted Years of School, Male","HD.HCI.LAYS.MA","10.87",
"Cyprus","CYP","Probability of Survival to Age 5","HD.HCI.MORT","0.9973",
"Cyprus","CYP","Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","0.9975",
"Cyprus","CYP","Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","0.9971",
"Cyprus","CYP","Survival Rate from Age 15-60","HD.HCI.AMRT","0.9503",
"Cyprus","CYP","Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","0.9666",
"Cyprus","CYP","Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","0.9341",
"Czech Republic","CZE","Expected Years of School","HD.HCI.EYRS","13.94",
"Czech Republic","CZE","Expected Years of School, Female","HD.HCI.EYRS.FE","13.95",
"Czech Republic","CZE","Expected Years of School, Male","HD.HCI.EYRS.MA","13.92",
"Czech Republic","CZE","Fraction of Children Under 5 Not Stunted","HD.HCI.STNT","",
"Czech Republic","CZE","Fraction of Children Under 5 Not Stunted, Female","HD.HCI.STNT.FE","",
"Czech Republic","CZE","Fraction of Children Under 5 Not Stunted, Male","HD.HCI.STNT.MA","",
"Czech Republic","CZE","Harmonized Test Scores","HD.HCI.HLOS","522",
"Czech Republic","CZE","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","524",
"Czech Republic","CZE","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","521",
"Czech Republic","CZE","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.782",
"Czech Republic","CZE","Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","0.8",
"Czech Republic","CZE","Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","0.79",
"Czech Republic","CZE","Human Capital Index (HCI), Female, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.FE","0.81",
"Czech Republic","CZE","Human Capital Index (HCI), Lower Bound (scale 0-1)","HD.HCI.OVRL.LB","0.772",
"Czech Republic","CZE","Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","0.764",
"Czech Republic","CZE","Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","0.752",
"Czech Republic","CZE","Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","0.777",
"Czech Republic","CZE","Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","0.791",
"Czech Republic","CZE","Learning-Adjusted Years of School","HD.HCI.LAYS","11.65",
"Czech Republic","CZE","Learning-Adjusted Years of School, Female","HD.HCI.LAYS.FE","11.69",
"Czech Republic","CZE","Learning-Adjusted Years of School, Male","HD.HCI.LAYS.MA","11.61",
"Czech Republic","CZE","Probability of Survival to Age 5","HD.HCI.MORT","0.9967",
"Czech Republic","CZE","Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","0.9971",
"Czech Republic","CZE","Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","0.9963",
"Czech Republic","CZE","Survival Rate from Age 15-60","HD.HCI.AMRT","0.9159",
"Czech Republic","CZE","Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","0.9464",
"Czech Republic","CZE","Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","0.887",
"Denmark","DNK","Expected Years of School","HD.HCI.EYRS","13.45",
"Denmark","DNK","Expected Years of School, Female","HD.HCI.EYRS.FE","13.52",
"Denmark","DNK","Expected Years of School, Male","HD.HCI.EYRS.MA","13.37",
"Denmark","DNK","Fraction of Children Under 5 Not Stunted","HD.HCI.STNT","",
"Denmark","DNK","Fraction of Children Under 5 Not Stunted, Female","HD.HCI.STNT.FE","",
"Denmark","DNK","Fraction of Children Under 5 Not Stunted, Male","HD.HCI.STNT.MA","",
"Denmark","DNK","Harmonized Test Scores","HD.HCI.HLOS","531",
"Denmark","DNK","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","532",
"Denmark","DNK","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","529",
"Denmark","DNK","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.774",
"Denmark","DNK","Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","0.789",
"Denmark","DNK","Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","0.776",
"Denmark","DNK","Human Capital Index (HCI), Female, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.FE","0.802",
"Denmark","DNK","Human Capital Index (HCI), Lower Bound (scale 0-1)","HD.HCI.OVRL.LB","0.762",
"Denmark","DNK","Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","0.76",
"Denmark","DNK","Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","0.745",
"Denmark","DNK","Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","0.774",
"Denmark","DNK","Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","0.786",
"Denmark","DNK","Learning-Adjusted Years of School","HD.HCI.LAYS","11.42",
"Denmark","DNK","Learning-Adjusted Years of School, Female","HD.HCI.LAYS.FE","11.51",
"Denmark","DNK","Learning-Adjusted Years of School, Male","HD.HCI.LAYS.MA","11.32",
"Denmark","DNK","Probability of Survival to Age 5","HD.HCI.MORT","0.9957",
"Denmark","DNK","Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","0.9961",
"Denmark","DNK","Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","0.9954",
"Denmark","DNK","Survival Rate from Age 15-60","HD.HCI.AMRT","0.9313",
"Denmark","DNK","Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","0.9476",
"Denmark","DNK","Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","0.9153",
"Dominican Republic","DOM","Expected Years of School","HD.HCI.EYRS","11.29",
"Dominican Republic","DOM","Expected Years of School, Female","HD.HCI.EYRS.FE","11.48",
"Dominican Republic","DOM","Expected Years of School, Male","HD.HCI.EYRS.MA","11.11",
"Dominican Republic","DOM","Fraction of Children Under 5 Not Stunted","HD.HCI.STNT","0.9288",
"Dominican Republic","DOM","Fraction of Children Under 5 Not Stunted, Female","HD.HCI.STNT.FE","0.939",
"Dominican Republic","DOM","Fraction of Children Under 5 Not Stunted, Male","HD.HCI.STNT.MA","0.919",
"Dominican Republic","DOM","Harmonized Test Scores","HD.HCI.HLOS","350",
"Dominican Republic","DOM","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","356",
"Dominican Republic","DOM","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","344",
"Dominican Republic","DOM","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.492",
"Dominican Republic","DOM","Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","0.51",
"Dominican Republic","DOM","Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","0.495",
"Dominican Republic","DOM","Human Capital Index (HCI), Female, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.FE","0.522",
"Dominican Republic","DOM","Human Capital Index (HCI), Lower Bound (scale 0-1)","HD.HCI.OVRL.LB","0.477",
"Dominican Republic","DOM","Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","0.476",
"Dominican Republic","DOM","Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","0.459",
"Dominican Republic","DOM","Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","0.491",
"Dominican Republic","DOM","Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","0.505",
"Dominican Republic","DOM","Learning-Adjusted Years of School","HD.HCI.LAYS","6.33",
"Dominican Republic","DOM","Learning-Adjusted Years of School, Female","HD.HCI.LAYS.FE","6.53",
"Dominican Republic","DOM","Learning-Adjusted Years of School, Male","HD.HCI.LAYS.MA","6.12",
"Dominican Republic","DOM","Probability of Survival to Age 5","HD.HCI.MORT","0.9701",
"Dominican Republic","DOM","Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","0.9731",
"Dominican Republic","DOM","Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","0.9673",
"Dominican Republic","DOM","Survival Rate from Age 15-60","HD.HCI.AMRT","0.8407",
"Dominican Republic","DOM","Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","0.8832",
"Dominican Republic","DOM","Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","0.7991",
"Ecuador","ECU","Expected Years of School","HD.HCI.EYRS","13.18",
"Ecuador","ECU","Expected Years of School, Female","HD.HCI.EYRS.FE","13.32",
"Ecuador","ECU","Expected Years of School, Male","HD.HCI.EYRS.MA","13.04",
"Ecuador","ECU","Fraction of Children Under 5 Not Stunted","HD.HCI.STNT","0.7606",
"Ecuador","ECU","Fraction of Children Under 5 Not Stunted, Female","HD.HCI.STNT.FE","0.7824",
"Ecuador","ECU","Fraction of Children Under 5 Not Stunted, Male","HD.HCI.STNT.MA","0.7407",
"Ecuador","ECU","Harmonized Test Scores","HD.HCI.HLOS","420",
"Ecuador","ECU","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","421",
"Ecuador","ECU","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","419",
"Ecuador","ECU","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.602",
"Ecuador","ECU","Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","0.619",
"Ecuador","ECU","Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","0.609",
"Ecuador","ECU","Human Capital Index (HCI), Female, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.FE","0.629",
"Ecuador","ECU","Human Capital Index (HCI), Lower Bound (scale 0-1)","HD.HCI.OVRL.LB","0.593",
"Ecuador","ECU","Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","0.587",
"Ecuador","ECU","Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","0.576",
"Ecuador","ECU","Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","0.598",
"Ecuador","ECU","Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","0.612",
"Ecuador","ECU","Learning-Adjusted Years of School","HD.HCI.LAYS","8.86",
"Ecuador","ECU","Learning-Adjusted Years of School, Female","HD.HCI.LAYS.FE","8.98",
"Ecuador","ECU","Learning-Adjusted Years of School, Male","HD.HCI.LAYS.MA","8.74",
"Ecuador","ECU","Probability of Survival to Age 5","HD.HCI.MORT","0.9855",
"Ecuador","ECU","Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","0.9872",
"Ecuador","ECU","Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","0.9839",
"Ecuador","ECU","Survival Rate from Age 15-60","HD.HCI.AMRT","0.8792",
"Ecuador","ECU","Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","0.9165",
"Ecuador","ECU","Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","0.8431",
"Egypt, Arab Rep.","EGY","Expected Years of School","HD.HCI.EYRS","11.13",
"Egypt, Arab Rep.","EGY","Expected Years of School, Female","HD.HCI.EYRS.FE","11.23",
"Egypt, Arab Rep.","EGY","Expected Years of School, Male","HD.HCI.EYRS.MA","11.03",
"Egypt, Arab Rep.","EGY","Fraction of Children Under 5 Not Stunted","HD.HCI.STNT","0.7774",
"Egypt, Arab Rep.","EGY","Fraction of Children Under 5 Not Stunted, Female","HD.HCI.STNT.FE","0.7922",
"Egypt, Arab Rep.","EGY","Fraction of Children Under 5 Not Stunted, Male","HD.HCI.STNT.MA","0.7638",
"Egypt, Arab Rep.","EGY","Harmonized Test Scores","HD.HCI.HLOS","356",
"Egypt, Arab Rep.","EGY","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","368",
"Egypt, Arab Rep.","EGY","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","344",
"Egypt, Arab Rep.","EGY","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.486",
"Egypt, Arab Rep.","EGY","Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","0.505",
"Egypt, Arab Rep.","EGY","Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","0.49",
"Egypt, Arab Rep.","EGY","Human Capital Index (HCI), Female, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.FE","0.52",
"Egypt, Arab Rep.","EGY","Human Capital Index (HCI), Lower Bound (scale 0-1)","HD.HCI.OVRL.LB","0.471",
"Egypt, Arab Rep.","EGY","Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","0.468",
"Egypt, Arab Rep.","EGY","Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","0.451",
"Egypt, Arab Rep.","EGY","Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","0.485",
"Egypt, Arab Rep.","EGY","Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","0.5",
"Egypt, Arab Rep.","EGY","Learning-Adjusted Years of School","HD.HCI.LAYS","6.34",
"Egypt, Arab Rep.","EGY","Learning-Adjusted Years of School, Female","HD.HCI.LAYS.FE","6.61",
"Egypt, Arab Rep.","EGY","Learning-Adjusted Years of School, Male","HD.HCI.LAYS.MA","6.07",
"Egypt, Arab Rep.","EGY","Probability of Survival to Age 5","HD.HCI.MORT","0.9779",
"Egypt, Arab Rep.","EGY","Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","0.9793",
"Egypt, Arab Rep.","EGY","Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","0.9766",
"Egypt, Arab Rep.","EGY","Survival Rate from Age 15-60","HD.HCI.AMRT","0.8533",
"Egypt, Arab Rep.","EGY","Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","0.8932",
"Egypt, Arab Rep.","EGY","Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","0.8156",
"El Salvador","SLV","Expected Years of School","HD.HCI.EYRS","11.31",
"El Salvador","SLV","Expected Years of School, Female","HD.HCI.EYRS.FE","11.4",
"El Salvador","SLV","Expected Years of School, Male","HD.HCI.EYRS.MA","11.22",
"El Salvador","SLV","Fraction of Children Under 5 Not Stunted","HD.HCI.STNT","0.8635",
"El Salvador","SLV","Fraction of Children Under 5 Not Stunted, Female","HD.HCI.STNT.FE","0.8801",
"El Salvador","SLV","Fraction of Children Under 5 Not Stunted, Male","HD.HCI.STNT.MA","0.8473",
"El Salvador","SLV","Harmonized Test Scores","HD.HCI.HLOS","362",
"El Salvador","SLV","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","354",
"El Salvador","SLV","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","370",
"El Salvador","SLV","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.501",
"El Salvador","SLV","Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","0.512",
"El Salvador","SLV","Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","0.499",
"El Salvador","SLV","Human Capital Index (HCI), Female, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.FE","0.524",
"El Salvador","SLV","Human Capital Index (HCI), Lower Bound (scale 0-1)","HD.HCI.OVRL.LB","0.487",
"El Salvador","SLV","Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","0.49",
"El Salvador","SLV","Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","0.473",
"El Salvador","SLV","Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","0.505",
"El Salvador","SLV","Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","0.513",
"El Salvador","SLV","Learning-Adjusted Years of School","HD.HCI.LAYS","6.55",
"El Salvador","SLV","Learning-Adjusted Years of School, Female","HD.HCI.LAYS.FE","6.46",
"El Salvador","SLV","Learning-Adjusted Years of School, Male","HD.HCI.LAYS.MA","6.64",
"El Salvador","SLV","Probability of Survival to Age 5","HD.HCI.MORT","0.9855",
"El Salvador","SLV","Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","0.9871",
"El Salvador","SLV","Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","0.9841",
"El Salvador","SLV","Survival Rate from Age 15-60","HD.HCI.AMRT","0.828",
"El Salvador","SLV","Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","0.9003",
"El Salvador","SLV","Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","0.746",
"Estonia","EST","Expected Years of School","HD.HCI.EYRS","13.1",
"Estonia","EST","Expected Years of School, Female","HD.HCI.EYRS.FE","13.17",
"Estonia","EST","Expected Years of School, Male","HD.HCI.EYRS.MA","13.03",
"Estonia","EST","Fraction of Children Under 5 Not Stunted","HD.HCI.STNT","",
"Estonia","EST","Fraction of Children Under 5 Not Stunted, Female","HD.HCI.STNT.FE","",
"Estonia","EST","Fraction of Children Under 5 Not Stunted, Male","HD.HCI.STNT.MA","",
"Estonia","EST","Harmonized Test Scores","HD.HCI.HLOS","542",
"Estonia","EST","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","545",
"Estonia","EST","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","539",
"Estonia","EST","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.747",
"Estonia","EST","Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","0.783",
"Estonia","EST","Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","0.772",
"Estonia","EST","Human Capital Index (HCI), Female, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.FE","0.796",
"Estonia","EST","Human Capital Index (HCI), Lower Bound (scale 0-1)","HD.HCI.OVRL.LB","0.733",
"Estonia","EST","Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","0.714",
"Estonia","EST","Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","0.695",
"Estonia","EST","Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","0.733",
"Estonia","EST","Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","0.763",
"Estonia","EST","Learning-Adjusted Years of School","HD.HCI.LAYS","11.36",
"Estonia","EST","Learning-Adjusted Years of School, Female","HD.HCI.LAYS.FE","11.49",
"Estonia","EST","Learning-Adjusted Years of School, Male","HD.HCI.LAYS.MA","11.23",
"Estonia","EST","Probability of Survival to Age 5","HD.HCI.MORT","0.9973",
"Estonia","EST","Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","0.9975",
"Estonia","EST","Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","0.997",
"Estonia","EST","Survival Rate from Age 15-60","HD.HCI.AMRT","0.8819",
"Estonia","EST","Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","0.9372",
"Estonia","EST","Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","0.8274",
"Eswatini","SWZ","Expected Years of School","HD.HCI.EYRS","8.15",
"Eswatini","SWZ","Expected Years of School, Female","HD.HCI.EYRS.FE","8.45",
"Eswatini","SWZ","Expected Years of School, Male","HD.HCI.EYRS.MA","7.85",
"Eswatini","SWZ","Fraction of Children Under 5 Not Stunted","HD.HCI.STNT","0.7445",
"Eswatini","SWZ","Fraction of Children Under 5 Not Stunted, Female","HD.HCI.STNT.FE","0.7817",
"Eswatini","SWZ","Fraction of Children Under 5 Not Stunted, Male","HD.HCI.STNT.MA","0.7081",
"Eswatini","SWZ","Harmonized Test Scores","HD.HCI.HLOS","440",
"Eswatini","SWZ","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","",
"Eswatini","SWZ","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","",
"Eswatini","SWZ","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.409",
"Eswatini","SWZ","Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","",
"Eswatini","SWZ","Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","",
"Eswatini","SWZ","Human Capital Index (HCI), Female, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.FE","",
"Eswatini","SWZ","Human Capital Index (HCI), Lower Bound (scale 0-1)","HD.HCI.OVRL.LB","0.38",
"Eswatini","SWZ","Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","",
"Eswatini","SWZ","Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","",
"Eswatini","SWZ","Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","",
"Eswatini","SWZ","Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","0.434",
"Eswatini","SWZ","Learning-Adjusted Years of School","HD.HCI.LAYS","5.74",
"Eswatini","SWZ","Learning-Adjusted Years of School, Female","HD.HCI.LAYS.FE","",
"Eswatini","SWZ","Learning-Adjusted Years of School, Male","HD.HCI.LAYS.MA","",
"Eswatini","SWZ","Probability of Survival to Age 5","HD.HCI.MORT","0.9461",
"Eswatini","SWZ","Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","0.9509",
"Eswatini","SWZ","Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","0.9416",
"Eswatini","SWZ","Survival Rate from Age 15-60","HD.HCI.AMRT","0.5884",
"Eswatini","SWZ","Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","0.6498",
"Eswatini","SWZ","Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","0.5139",
"Ethiopia","ETH","Expected Years of School","HD.HCI.EYRS","7.85",
"Ethiopia","ETH","Expected Years of School, Female","HD.HCI.EYRS.FE","7.56",
"Ethiopia","ETH","Expected Years of School, Male","HD.HCI.EYRS.MA","8.13",
"Ethiopia","ETH","Fraction of Children Under 5 Not Stunted","HD.HCI.STNT","0.616",
"Ethiopia","ETH","Fraction of Children Under 5 Not Stunted, Female","HD.HCI.STNT.FE","0.6475",
"Ethiopia","ETH","Fraction of Children Under 5 Not Stunted, Male","HD.HCI.STNT.MA","0.5858",
"Ethiopia","ETH","Harmonized Test Scores","HD.HCI.HLOS","359",
"Ethiopia","ETH","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","356",
"Ethiopia","ETH","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","363",
"Ethiopia","ETH","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.385",
"Ethiopia","ETH","Human Capital Index (HCI), Female (scale 0-1)","HD.HCI.OVRL.FE","0.386",
"Ethiopia","ETH","Human Capital Index (HCI), Female, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.FE","0.373",
"Ethiopia","ETH","Human Capital Index (HCI), Female, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.FE","0.398",
"Ethiopia","ETH","Human Capital Index (HCI), Lower Bound (scale 0-1)","HD.HCI.OVRL.LB","0.371",
"Ethiopia","ETH","Human Capital Index (HCI), Male (scale 0-1)","HD.HCI.OVRL.MA","0.383",
"Ethiopia","ETH","Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","0.368",
"Ethiopia","ETH","Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","0.398",
"Ethiopia","ETH","Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","0.397",
"Ethiopia","ETH","Learning-Adjusted Years of School","HD.HCI.LAYS","4.51",
"Ethiopia","ETH","Learning-Adjusted Years of School, Female","HD.HCI.LAYS.FE","4.3",
"Ethiopia","ETH","Learning-Adjusted Years of School, Male","HD.HCI.LAYS.MA","4.72",
"Ethiopia","ETH","Probability of Survival to Age 5","HD.HCI.MORT","0.9415",
"Ethiopia","ETH","Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","0.9479",
"Ethiopia","ETH","Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","0.9355",
"Ethiopia","ETH","Survival Rate from Age 15-60","HD.HCI.AMRT","0.7858",
"Ethiopia","ETH","Survival Rate from Age 15-60, Female","HD.HCI.AMRT.FE","0.8115",
"Ethiopia","ETH","Survival Rate from Age 15-60, Male","HD.HCI.AMRT.MA","0.7596",
"Finland","FIN","Expected Years of School","HD.HCI.EYRS","13.75",
"Finland","FIN","Expected Years of School, Female","HD.HCI.EYRS.FE","13.76",
"Finland","FIN","Expected Years of School, Male","HD.HCI.EYRS.MA","13.73",
"Finland","FIN","Fraction of Children Under 5 Not Stunted","HD.HCI.STNT","",
"Finland","FIN","Fraction of Children Under 5 Not Stunted, Female","HD.HCI.STNT.FE","",
